source_text;ethno
я не езжу на такие мероприятия в отличии от тебя и твоей семейки <b>гастарбайтеров</b>;татарин
"RT @crimeainform: Крымчаки и <b>караимы</b> получат статус малочисленных коренных народов Крыма <a href=\http://c-inform.info/news/id/7771\"" target=\""_blank\""><u>http://c-inform.info/news/id/7771</u></a>""";татарин
А мало у нас их гастарбайтеров и уже давно мало,вот узбеков,<b>таджиков</b> полно,есть даже китайцы,кого только нет,а вот с Украины мало уже давно едут.;татарин
Сравнение Путина со Сталиным и Гитлером из уст президента Литвы и жалобы на проамериканскую политику Варшавы от министра иностранных дел Польши – явления одного порядка. Антироссийской риторикой некоторые <b>восточноевропейцы</b> и прибалты надеются заслужить благосклонность США, чей заказ они выполняют. При этом понимая, что они делают это за счет национальной безопасности собственных стран.;татарин
Косташ честнее Порошенки. Он пришёл резать гагаузов не призывной армией (собранной насильно по повесткам и под страхом тюрьмы) а волонтёрами (35 тысяч пьяного нацисткого сброда) поэтому в рядах волонтёров не было ни <b>болгар</b> ни гагаузов. Это была бы натуральная этническая чистка. Если бы у Косташа силёнок хватило. Тем не менее у Порошенки тоже получается этническая чистка. Только режут не гражданских в новороссии (достать не могут) а русских из украинской армии которые отказываются стрелять в восставших. Я считаю чистка армии по этническому признаку это тоже преступление.;казак
Ужас!!!! Сейчас наблюдала картину, происходившую на Пригородном Вокзале. Какой- то непонятный <b>чурка</b> бегал со взрывоопасным пакетом и приставленным ноом к горлу, потом пакет куда-то спрятал, и бегал только с ножом. Вокруг столько полиции приехало, и никто не мог вырубить этого придурка! !! К чему эта показуха!? Захотел себе горло вскрыть- так вскрой!!!!!!! Нахрена 40 минут то бегать! Только пробку создал....... В итоге его ОМОНовцы запинали и скрутили. Браво, ребята, Жаль только горло он себе, так и не порезал......;татарин
"Я спасал из 10ки <b>цыган</b> а про них ничего не написали,только про виновницу Пнд 23 Июн 2014 12:36:54 <br/> В субботу, 21 июня, на трассе \Астрахань-Махачкала\"" столкнулись две машины легковушки. В результате аварии, которая произошла в 18:00, пострадали шесть человек. Среди них двое подростков. <br/>  <br/> Лобовое столкновение произошло около села Маячное между автомобилями \""Лада Ларгус\"" и ВАЗ-2110, передает пресс-служба УМВД по Астраханской области. За рулем первой легковушки находилась 44-летняя женщина. В итоге у водителя зафиксировали множественные переломы ребер.""";татарин
"RT @itass: Власти Крыма предлагают внести <b>караимов</b> и крымчаков в список малочисленных народов <a href=\http://itar-tass.com/obschestvo/127\"" target=\""_blank\""><u>http://itar-tass.com/obschestvo/127</u></a>…""";татарин
--Цитата от хоккей -Цитата от Cro$$over -Цитата от Волчара чечены дали прикурить салоедам Еще наверное несколько месяцев назад такие люди называли украинский народ братским славянским. Сегодня россиянам братьями стали чеченцы. То есть исторические родство;татарин
"Андрей, \Русские в массе своей метисы с мордвой, чувашами и татарами. Мэр Москвы к примеру - манси.\"" - какая националистическая чушь. Русские это славяне, к татарам, чувашам, мордве и тем более манси отношения не имеют, но проживают в одной стране. <br/>  <br/> <b>Сербы</b> имеют родство с греками (балканский ген), вот и внешность у них южная.""";татарин
#новость В Петербурге стрелявший по <b>гастарбайтерам</b> из дробовика сдался полиции  #novosti;татарин
Кесарь, вы там уже определитесь - или вы русскоязычный, то есть РУССКИЙ, носитель русского языка и культуры, или вы <b>украинец</b> - представитель украинской национальности... но такой национальности в природе нет - есть только русские: великороссы, белорусы и малороссы - всё это русский народ - три ветви одного дерева. Если вам в квартире перекрыли газ за долги - это не значит вам простили долг - просто пришло время платить - и не надо быть хитрее самого себя, жадность ещё никого до добра не доводила.;дагестанец
В Краснодаре за убийство соотечественника перед судом предстанет <b>гастарбайтер</b>;дагестанец
Для уяснения Данилов ХОРОШО разъясннил, что РУССКИЙ- это не нацио- <br/> нальность, а прилагательное. Русским может быть любой не <b>РУСИЧ</b> или <br/> не РУС, что одно и то же, русским может быть и армянин, грузин, еврей <br/> если он хочет жить по нашим Канонам, исповедовать нашу Культуру, но <br/> РУСОМ он быть не может. <br/> Наши правители, кстати- они с 988 года по сей день почти все не РУСЫ <br/> и не АРИИ всегда ХОТЕЛИ и всё делали, чтобы обезличить нас РУСОВ, <br/> увести за собой, а наша ЗАДАЧА повести за собой- если хотят быть <br/> в Русском Мире.;дагестанец
Украинцы в большинстве своём срать хотели на мнение <b>корячки</b> в форме СС. Есть, конечно, отбросы, которые срали и на георгиевскую ленту и на своих дедов, отдавших жизнь за победу над людми в форме автора сообщения... Но всё это погрешность..;дагестанец
Nina, запомни раз и навсегда...Мы-мирные люди,но ни одна Хохляндия,Германия,Америка-никогда не поставит нас на колени...Не будем сосать у <b>западенцев</b> за Макдональдс,как это делаете вы,продажные потомки галлицийцев...вы-ничтожества.не умеющие мыслить и сострадать...просто-животные..сорри за вынужденный анализ хохляцкой нации);дагестанец
Георгий, есть такое, есть. Но православие русских идёт шире, чем только на этнических восточных славян. Пример: финно-угры, которые христианизировались со временем. Или кряшены - изначально простоправославные татары, а теперь субэтнос. <b>Немцы</b> Поволжья тоже. Часть армян (они не православные, у них своя монофизитская церковь, впрочем, очень близкая к православной. Но сами армяне иногда переходят из одной в другую.), грузины, осетины. Православие у Болгар - своё, у греков в Греции - своё (у этнических греков у нас на Ставрополье, в Краснодаре относятся уэе к нашему варианту православия), в Эфиопии тоже своё.;дагестанец
"Blog Post: Расстрел <b>гастарбайтеров</b> в Петербурге сняли камеры наблюдения - <a href=\http://newsvtop.ru/?p=242509\"" target=\""_blank\""><u>http://newsvtop.ru/?p=242509</u></a>""";дагестанец
"Blog Post: Расстрел <b>гастарбайтеров</b> в Петербурге сняли камеры наблюдения - <a href=\http://newsvtop.ru/?p=242511\"" target=\""_blank\""><u>http://newsvtop.ru/?p=242511</u></a>""";дагестанец
"Blog Post: Расстрел <b>гастарбайтеров</b> в Петербурге сняли камеры наблюдения - <a href=\http://newsvtop.ru/?p=242513\"" target=\""_blank\""><u>http://newsvtop.ru/?p=242513</u></a>""";дагестанец
"Blog Post: Расстрел <b>гастарбайтеров</b> в Петербурге сняли камеры наблюдения - <a href=\http://newsvtop.ru/?p=242530\"" target=\""_blank\""><u>http://newsvtop.ru/?p=242530</u></a>""";дагестанец
"Нельсон, не совсем согласен. Сейчас какая то часть ..<b>украинцев</b> хочет вырезать \ватников колорадов кацапов финоугромонголов\"". не стоит прислушиваться к ..не совсем людям. У меня тоже помимо русской крови есть мордовская. Мордва относится к языковому семейству фино-угров. И мне не нравится что какой то поклонник фашистов этим тыкает, потому что я себя ощущаю русским.""";дагестанец
Виктория, ингушские <b>аланы</b> они другие!Плакатные!))));дагестанец
"Владимир, твоя работа или я сама напросилась на рекламу?НОВА УКРАЇНА <br/> После этого поста кацапов бомбануло <a href=\http://vk.com/nova.ukraina?w=wall-41991331_170890\"" target=\""_blank\""><u>http://vk.com/nova.ukraina?w=wall-41991331_170890</u></a> <br/>  <br/> Повторяю московитам ещё раз - мы славяне! Вы - мокши, мери, муромы, веси, печоры, мещера, перми, мари, а с верху еще татаро-<b>монголы</b>. Хрен вам, а не Киевская Русь. Слава Украине!!! <br/>  <br/> Для всех кацапов, у которых ещё будет бомбить. пока меня не будет, песня в студию. <br/>  <br/> Самых красивых ватников будем выставлять на доску почёта) вот одна красавица уже есть <a href=\""http://vk.com/nova.ukraina?w=wall-41991331_170908\"" target=\""_blank\""><u>http://vk.com/nova.ukraina?w=wall-41991331_170908</u></a>.""";дагестанец
"Весьма занятно мнение <b>якутов</b> о происходящем на Украине. Все таки другой народ... Немногочисленные паразиты интеллигенты из числа <b>якутов</b> конечно поддерживают майданутых (русофобия она вот такая, да). Нормальное же большинство искренне полагает украинцев дураками. \В России же лучше жить...\"" - неоднократно слышал от <b>якутов</b>.""";дагестанец
Kemal, я сейчас чисто для интереса посмотрела , там написано на границе Кчр и Кбр) но знаешь , он находится в Эльбрусском районе, который находится в Кбр ) и в этом районе живут одни <b>балкарцы</b>) посмотрим , как они отреагируют на твое заявление;дагестанец
Эрик, честно, впервые слышу об этом...знаю что <b>адыги</b> там жили, а про абазин не слышал) если есть информация об этом, скинь мне тоже...желательно из книги какой -нибудь) абазины вроде подписали мирный договор с Россией , а <b>адыги</b> и черкесы воевали...;дагестанец
"Хаким, допустим разделят по последним границам, то есть 22-44 гг. так как предписывал вцик \с учетом земельных интересов балкарцев\"", допустим. но и так получается, что минимум 45 тыс балкарцев остаются в кабарде, думаешь им дадут нормально жить, учиться, работать? <b>кабардинцы</b> не глупый народ, наврядля будут агрессивные действия. (нальчик 32тыс, чегем, шалушка, чегем 2 - 6тыс, бакс и зольск районы 4 тыс, остальные - 7 тыс.) так что или придется уступать или придется успокоить своих нациков.""";дагестанец
Али, по переписи 2010 в городском округе нальчик почти 45 тыс <b>балкарцев</b>. это 40% от всех <b>балкарцев</b> в республике.;дагестанец
Норман, держи))1926 год-Кабардино-балкария-123тыс. <b>кабардинцев</b>!!!По СССР(+Адыгея +КЧР)-140тыс.чел.!Абазины-14тыс.!!! самая печальная ситуация у адыгейцев-у них наинизший прирост;татарин
В те времена не было не Черкеской не Адыгейской АО,и мне кажется что в это время более невыгодное в сторону адыгэ нежели карачаево-балкарцам.ну а после дали землю черкесам,адыгейцам и <b>карачаевцам</b>. А когда образовывалась Карачаево-Черкесская АО то у черкесов было 4000 кв.км. А после образовая территория КЧАО составило кажется 14100 кв.км. Вот карта Черкеской автономной области на 1850 год;татарин
Беркут, ну с турками черкесы никогда не ладили:) именно турки и дали это название <b>адыгам</b> - черкесы (головорезы). Мой город вообще был назван изначально Баталпашинском (в честь разгромленного здесь турецкого Батал Паши), потом переименовали в Черкесск:);татарин
Валерия, КЧР- Карачаево-Черкесия. На ее территории проживают более 80 национальностей,нов основном это <b>Карачаевцы</b>,Черкесы,Русские,Абазины и Ногайцы. Кабардино-Балкарию и Карачаево-Черкесию объединяет Эльбрус.;татарин
Azamat, пазарыкцы это афанасьевская и тагарская культуры со всеми вытекающими (половцы, <b>уйгуры</b>, кушаны и тд). Даосизм и буддизм сохранили китайцы, но это не значит, что они европеоиды.;дагестанец
Рустам, кабардино балкария имеется ввиду и <b>кабардинцы</b> и балкарцы т е 2 разные нации?;дагестанец
"СМИ: Молдавия начала охоту на \<b>гагаузских</b> <b>экстремистов</b>\"", жители Гагаузии пропадают без вести <a href=\""http://bit.ly/1vsr1cf\"" target=\""_blank\""><u>http://bit.ly/1vsr1cf</u></a>""";казак
Алан, тебе, вероятно, не известна история Кавкаса и Лека, которые первыми заняли территории от Кавказского хребта до Дона? Потомки Кавкаса - <b>вайнахи</b>, потомки Лека - лезгины (дагестанские народы?). <br/>  <br/> Про то, что ингуши неофициально проживали в Пригородном районе, то могу сказать, что мы не официально на Кавказе проживаем с самых древних времен (ведь никогда у <b>вайнахов</b> не было прописки или т.п. бумажек), мы жили там, где жили наши предки. А своими прописками можете подтереть свои задницы. Эти бумажки ничто, зная, что на этих территориях первыми поселились <b>вайнахи</b>.;казак
"Хамзат, ну тупооооой!))).. <br/>  <br/> \Про Аллах - тоже, что и про тейри, что непонятно?\"" <br/> Сам себе же свинью подкидываешь. Если наличие Аллах у народов объясняется исламским влиянием, то наличие Тейри ничем другим как кипчакским не объяснишь! Идиот.  <br/>  <br/> \""Вот же у Цагаевой, вроде обсуждали уже.\"" <br/> И с какого перепуга ты решил, что это как-то относится к Карачаю?)))..  <br/> Тебе же Цагаева пишет - \""а) личного имени Хъ?р?се “Карасе”\"" <br/> Форма Хъаераесейы именно на это и указывает. Так можно сказать только об имени Караще. Если бы говорилось о народе, то звучало как Хъаераесейагты или Хаераесе обау.  <br/> Подобных именных топонимов у нас валом Таймази хонх например, которое вы тоже в свои записывали))...образовано от имени знаменитого дигорского предводителя Таймаза.  <br/> Карца же не стоит путать с Хъаераесе...это дигорская или ранняя осетинская форма этнонима царца, царциат. Мифический народ, вымерший в следствие катаклизма. С карача не путать.  <br/>  <br/> И это все я тебе уже раз сто объяснял)). Нет никаких сведений о <b>карачаевцах</b> в Осетии. Да у вас самих ничего об этом нет!""";казак
Алекс, выходит,что мои внучки не смогут поступить в ВУЗ,только потому,что у беженок с Украины будут льготы при поступлении?Может быть все-же на общих основаниях все должны поступать?Чеченцам-льготы,<b>абхазцам</b>- льготы,украинцам-льготы,а русским-что останется?;казак
Адам, я думаю ты не прав <b>Аланами</b> мы всегда себя называли а то что у балкарцев есть с Аланией связь не слышал,много ученных в Британии подвердили что именно мы являемся потомками Алан ,а не <b>Аланами</b> были сходства языка и многое другое и я не отрицаю что потомками можем быть не только мы но и кто нибудь еще а кто это он сам должен знать ,как я знаю и уверен в этом я;казак
СМИ: Молдавия начала охоту на «<b>гагаузских</b> <b>экстремистов</b>», жители Гагаузии пропадают без вести;казак
Так короче <b>ногайцы</b> утверждают,что Кадыровы это потомки <b>ногайцев</b> или что-то в этом роде,но сами Кадыровы из древнего чеченского тейпа Бено.;казак
Андрей, А может ты не слыхал Мать русских городов - Киевская Русь!!!Именно там правил Владимир (Красное солнышко) Именно в московию ставили сыновей своих князья Россия стала тогда когда к ним присоединились Башкирия чуваши <b>удмурты</b> среднея азия казахстан и так далее! И не забывай кто с нами воевал плечо в плечо беларуссы и украинцы воевали с нами наравне !! Поссорившишь со славянскими народами кто мы после этого будем?? Отвернемся от украинцев <br/> Подумай на досуге !!! Ты патриот но без мозгов извини;дагестанец
Евгений, Утка. Бандеровцы уже не знают, что придумать для пропаганды. Есть <b>малороссы</b>, новороссы, русские. А есть укры - потомки австрийских бандитов и негодяев, поселенных в Галиции;дагестанец
"Девиз вождей майдана: мочи кацапов и <b><font color=\#E42217\"">жидов</font></b>...  <br/> Похоже у <b>хохлов</b> крышак совсем снесло...""";дагестанец
Работаю на пляже 13 день... Я ненавижу эту гребанную кавказскую музыку уже до тошноты. Я бы перевешала нахрен пляжных вокалистов,поющих этм сранные кавказские песни , обильно заправляющих все это зековским шансоном. <b>Чурки</b> оккупировали все побережье,русских считают рабами,неимеющими личность и слово. Многие русские подчиняются. Мужчины становятся тряпками , женщины подстилками.;дагестанец
"аэропорт, известная история, но не безнаказанных. Про русских это на самом деле издевка получается. Типа ты такой быстрый, что давай <b><font color=\#41A317\"">лучше</font></b> <b>эстонца</b> позовем.  <br/>  <br/> Сообщение редактировалось: bouchon (Ср Фев 12, 2014 12:19 am). Всего редактировалось 1 раз""";дагестанец
"Не, <b>чеченцев</b> боятся по другому поводу.  <br/> Стрелковцы воюют \в белых перчатках\"".  <br/> А бандеровцы ждут от <b>чеченцев</b> войны \""с максимальной эффективностью\"".  <br/> Т.е. вырезание тылов и обслуги, отстрел \""офицеров\"" и т.п., чем ополчение, ведя оборонительные бои не занимается.  <br/> Боятся \""рейда по тылам\""""";татарин
"Нет ни одного протестированного на Европейской части скифа, нет ни одного результата причерноморского скифа Скифии. С Танаиса один,но тот ни скиф,ни сармат,а \меот\"". Там где нашли R1a , по сей день живут тюрки с повышенными частотами R1a. Преобладающие тюркские носители R1a1 алтайцы, киргизы, ногайцы кубанские, хотоны, шорцы, татары, алтайцы, хакасы, узбеки, каракалпаки, западные и северные <b>казахи</b> и т.д И это еще не весь список. Самый высокий % R1a в мире, у этого народа. <a href=\""http://ru.wikipedia.org/wiki/Хотоны\"" target=\""_blank\""><u>http://ru.wikipedia.org/wiki/Хотоны</u></a>""";татарин
Он бы так о своем народе пекся, с такой скоростью мы сами скоро станем <b>гастарбайтерами</b> в своей стране.;татарин
"Ваня, это отличный ход - когда крыть нечем, надо изящно уйти. Ну хоть вежливо - в тренде... и я не советую вам ничего... на чистоту \русский - не русский\"" - как проверять будете? и потом, что значит \""русский\""? якут, эвенк, <b>коряк</b> - это русские?""";татарин
Татьяна, Помню как <b>прибалтам</b> газ Ельцин отключил, тоже запугивал страшилками про ЕС. Через месяц понял, что никто на коленях ползти в СССР не собирается и снова включил газ. Что-то я не вижу, как русские из Риги, где их 40%, бегут в расеюшку-матушку.;татарин
русофоб?! пфффф.. <br/> милок, ты слишком большого мнения о своем народце.. ненависть, неприязнь - ты ожидаешь от меня слишком больших и слишком сильных эмоций к своему народу.. <br/> просто безразличие, как <b>удмуртам</b>, тибетцам, итальянцам.;татарин
ex_ex  <br/> 03 июля 2014 | 13:01  <br/> ==В России никогда не выберут президентом <b>инородца</b>...==  <br/>  <br/> В Америке даже 30 лет назад никто бы не поверил, что можно сделать президентом афроамериканца, однако же сделали.  <br/> ВВП у власти 14 лет, впереди ещё столько же, так почему бы и на <b>инородца</b> не поставить?;татарин
Катюшка, а тебя не напряжет выучить алтайский и говорить на нем в присутствии <b>алтайцев</b>?.. будь любезна, раз уж живешь в многонациональном обществе... у меня много классных подруг <b>алтаек</b>, и если я не понимаю о чем они, просто переспрашиваю, ничего сложного, язык довольно легкий..;татарин
"Цитата:  <br/> Послано Neyron а русские которые там жили как? с ними как поступали и пошел на*** ублюдок еще раз.  <br/>  <br/> А причём тут татары, башкиры. Или более - обездоленные коряки, <b>эвенки</b>, буряты, коми-пермяки? Они то тут причём? СССР разваливали славяне. Отделились союзные республики, причём же тут нацмены, которые внутри России? Не хватает аргументов? Перешёл на оскорбления!  <br/>  <br/> В оправдание пишешь: \принцип территориальной целостности\"". Они что, нарушали его? Жили в своих автономных округах, но потом шовинисты почему-то захотели их эти округа закрыть. А теперь пускают крокодилии слёзы по русским в Украине. Двойные стандарты на лицо!""";татарин
Цитата:  <br/> Послано scahor жопа не треснет то у тебя нас в рабство возращать?  <br/>  <br/> Чеченские и дагестанские отряды уже готовы. Осталось призвать остальных нацменов, <b>казаков</b> и помочь вашим баринам восстановить порядок как до 1861 года.;татарин
Ей ещё больший срок дадут чем насильнику. Путинское кривосудие, понапустил всяких отбросов в РФ, визы не вводит, сколько уже такого было. Печально всё это. Главная задача, в том, чтобы люди берегли себя от агрессивно настроенных <b>инородцев</b> и не слушали пустозвонные речи про толерантность. Реальность РФ совершенно другая.;татарин
RT @ADedurenko: <b>Евразийцы</b> в Москве попытались провести несанкционированную акцию в поддержку ДНР на Красной площади. Полиция против. http:/…;дагестанец
Андрей_Костин пишет:Фото № 27. Маленький портрет, вырезанный, по всей видимости, из мелкоформатной фотографии на документы. Это некая М.Слепцова. <br/> ИМХО. <b>Эвенка</b>. В какой-то публикации про эвенкийский фольклор Момского улуса встречалось фамилия М.С. Слепцовой.;дагестанец
<b>Осетины</b> прямые потомки Скифов, Аланов и Сарматов!Это научно доказано и подтверждено! Есть немало документальных и научных фильмов на эту тематику, где родственость происхождения Аланов и <b>Осетин</b> неоднократно подтверждается!;дагестанец
Казбек, не сравнивай. Называть себя Россиянами вполне логично, так как это общее название населения страны, в которой мы проживаем. А Дагестанцы это общность КОРЕННЫХ народов данной республики, говорящих на языках дагестанской группы нахско-дагестанской языковой семьи  насколько мне известно, даже наш язык относится к тюрко-язычной группе. Даже внешне <b>ногайцы</b> совершенно не похожи на жителя гор. Совершенно другой этнический тип. Мы тюрки, бывшие кочевники;дагестанец
"Кетов все-таки побольше и довольно существенно, 30-50 говорящих разной степени вроде есть, хотя глагольной системы говорят в полном виде уже нет ни у кого. Вопрос в том, что понимать под людьми, составляющими \малый народ\"" - КМНС по степени крови (их довольно много и вообще в тех местах в деревне это удобно и выгодно при наличии деда-<b>эвенка</b>, например, записаться в <b>эвенки</b>), тех кто ведет натуральное/ традиционное или близкое к чему-то из этого хозяйство тоже, хотя тоже вопрос степени, тех, кто владеет языком (но, например, мой информант по кондинскому хантыйскому был этнический русский) и знает традиционные тексты (хоть бы и не на этническом языке) и что понимать в ситуации сдвига под традиционной культурой. Это сложные вопросы и ответы зависят от поставленной задачи.""";татарин
"ШАРЛЬ ДЕ ПЕЙССОННЕЛЬ  <br/>  <br/> ИСТОРИЧЕСКОЕ И ГЕОГРАФИЧЕСКОЕ ОБОЗРЕНИЕ  <br/>  <br/> ВАРВАРСКИХ НАРОДОВ, НАСЕЛЯВШИХ БЕРЕГА ДУНАЯ И ПОНТА ЕВКСИНСКОГО  <br/>  <br/> Париж, 1765  <br/>  <br/> <b>Аланы</b>, народ татарский(тартария), жили в треугольнике азиатской Сарматии, образуемом Танаисом, Волгой и Кавказскими горами. Прокопий наиболее точно определяет их местонахождение от этих гор до Каспийских ворот и затем называет страны, которые мы сейчас называем Черкесия, Кабарда, Дагестан. Эти <b>аланы</b> происходят от древних скифов, <a href=\http://www.vostlit.info/Texts/Dokumenty/Kavkaz/XVIII/\"" target=\""_blank\""><u>http://www.vostlit.info/Texts/Dokumenty/Kavkaz/XVIII/</u></a>..""";татарин
Название: Мифы и легенды восточных славян <br/> Автор: Елена Левкиевская <br/> Издательство: Детская литература. Москва <br/> Год: 2012 <br/> Страниц: 320 <br/> Язык: русский <br/> Формат: pdf <br/> Размер: 10.5 Мб <br/>  <br/> Мифология восточных славян уходит корнями в далекую языческую древность. Но многие древние поверья хорошо сохранились в живой традиции русского, украинского и <b>белорусского</b> <b>народов</b>. Мифы о сотворении Земли, природы и человека, поверья о духах природы и домашних демонах, о высших богах Древней Руси и загробном мире – обо всем этом интересно и увлекательно рассказывается в книге.;татарин
"Сообщение от m@rish_k@ [COLOR= #006400] <br/>  <br/> Тэд - это Теодор - вполне себе имя,  <br/>  <br/> Тут в основном <b>кавказцы</b> или среднеазиаты(судя по акценту), или смешанные семьи наверное с Тимурами и Аишами Да, мамочке тоже подсказали добрые люди, она ответила:  <br/> \Мы определились просто Тэд. Но рассматривали из немецкого варианта Таддей\""""";поляк
"Уехала на дачу делать ремонт, кошу траву на участке, мимо проезжает <b>чучмек</b> на велосипеде. <br/> - Я памагай? <br/> Думаю, заебись, конечно памагай. Привел в 7 утра аул друзей, косят.  <br/> Пошла мусор вынести, он внезапно возникает опять: \Я и памагай?\"" <br/> Ну памагай, хуле. <br/> Пошла зубы почистить, он за мной. А у меня на даче, к слову, никаких условий, даже рукомойника нет. Наливаю воды в кружечку, намазываю пасту, запихиваю щетку в рот. <br/> - Я памагай? <br/>  <br/> Чуваки, серьезно, рабство не отменили. Нам врут.""";татарин
"Смотрю, что многих удивила моя фраза о том, что я удалил из друзей двоюродною сестру за хвалебный отзыв о концерте \Океана Эльзы\"". Ну там классическая клиника - папа-красный директор у бацьки, руководит Бобруйской мебельной фабрикой, ессно голосит \""Слава Александру Рыгоравичу Лукашенко!\"", а трое деток, которым он купил квартиры в Минске и дает бабосов, ходят на всякие оппозиционные митинги, тусят с либералами, вопят \""Лука - тиран!\"", поддерживают евромайдан и считают себя <b>белорусскими</b> <b>националистами</b>. И как можно терпеть эту непроходимую бобруйскую тупость?!""";татарин
много правильных слов но вот у хакассов 2 родины своя и вся РОССИЯ А у русских ХАКАССИЯ не их родина а где Путин на Селигере сказал что русских нет в России трусит сказать что нет эвенков тем более <b>чеченцев</b> РУССКИЕ есть но СНГ но поэтому их некому защитить и на УКРАИНЕ их даже убивают;татарин
Айвар, по твоей логике хакасы, многие <b>алтайцы</b>, саха, тоже не тюрки, а христиане с тюркским языком?..;татарин
"<b>Гастарбайтеры</b> террористических специальностей: В Московском областном суде идет процесс над приверженцами «нет... <a href=\http://bit.ly/1sLG6WK\"" target=\""_blank\""><u>http://bit.ly/1sLG6WK</u></a>""";татарин
Лезгины, лезги — чисто условный термин, принятый для означения многочисленных горских племен, населяющих Дагестанскую область и отчасти южный склон Главного хребта. Название это заимствовано, по-видимому, у грузин, которые обозначают соседних с Кахетией дагестанских <b>горцев</b> общим именем леков, а страну их — Лекети, что, в свою очередь, представляет, вероятно, грузин. форму названия лак, которое дают себе казикумухцы, часто тревожившие в прежнее время Грузию своими набегами. Название Л. прилагалось прежде и у русских преимущественно к южным дагестанцам, а северные были более известны под именем тавлинцев. См. Кавказский край.;дагестанец
@@KSHN @ponny1 Я всегда думал,что <b>казахов</b> придумал Сталин раньше они всем скопом кыргызами назывались.Или я что то пропустил?;дагестанец
"Уважаемые коллеги!  <br/> Желающие оказать финансовую помощь в издании книг по истории болгаро-чувашской цивилизации просим позвонить 8-917-673-21-85 профессору Тафаеву Геннадию Ильичу или отправить деньги на Яндекс кошелек 410011198454994 или на счет типографии (для типографии надо указать : \Спонсорская помощь профессору Тафаеву Г.И. на издание книги по истории <b>чувашского</b> <b>народа</b>\"").  <br/> На присланную сумму Вам будут высланы книги по истории болгаро-<b>чувашского</b> <b>народа</b>. <br/>  <br/> Директор Поволжского историко-культурного фонда «Волжская Болгария», доктор исторических наук, профессор Геннадий Тафаев.""";дагестанец
вот тока почему то Данилевский много пишет про древнихжителей Киева-полян,древлян и т.д. и совсем ничего не пишет про древних жителей масквы, рязани и костромы-эрзя. меря. веси, и прочих <b>аборигенов</b>))Даже про вятичей как то вскользь));дагестанец
